hiany_id;hiany_eszkoznev;hiany_muszakicsop;hiany_muszakicsopnev
11704;HEVERŐ;BE0109;Heverő
11900;TÁRGYALÓASZTAL 6 személyes;BA0701;Tárgyalóasztal klf.
11916;FAVÁZAS TÁMLÁSSZÉK cseresznye pác;BU0601;Favázas támlásszék
11926;FAVÁZAS TÁMLÁSSZÉK cseresznye pác;BU0601;Favázas támlásszék
11782;SZÁMÍTÓGÉPASZTAL 67*67*75;BA0600;Számítógépasztal
11712;ÉTKEZŐASZTAL 6 SZEMÉLYES;BA0202;Étkező asztal 6. személyes
11784;SZÁMÍTÓGÉPASZTAL 67*67*75;BA0600;Számítógépasztal
19695;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
14736;SZÁMÍTÓGÉPASZTAL bükk 67x67x75;BA0600;Számítógépasztal
14832;FIÓKOS TÁROLÓ, bükk;BS0604;Görgős irattároló asztal melletti
18547;1 AJTÓS AKASZTÓS SZEKRÉNY 160 cm;BS0103;1 ajtós akasztós szekrény
14973;GÖRGŐS SZÉK, bordó szövet kárpitos;BU0501;Irodai forgószék
15482;Iratszekrény 1 ajtós bükk (NNI);BS0102;1. ajtós szekrény
15488;Iratszekrény 1 ajtós bükk (NNI);BS0102;1. ajtós szekrény
15513;Iratszekrény 1 ajtós bükk (NNI);BS0102;1. ajtós szekrény
16983;ÜVEGES SZEKRÉNY (DB);BS0201;2. ajtós üveges szekrény
19358;Gorenje RK 611 PW4 kombinálthűtő;EH0204;Háztartási hűtőszekrény
19616;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
15423;Akasztós szekrény 1 ajtós bükk (NNI);BS0103;1 ajtós akasztós szekrény
17043;Mini Konyha (DB) mosogatótálcás;EH9907;Mini Konyha
14603;FÉM IRATSZEKRÉNY (DB);BS9906;Fém szekrény klf.
19441;KÁVÉFŐZŐ De-Lomghi EC5.1;EH0103;Kávéfőző
19254;Gorenje asztali hűtőszekrény RB 4092A;EH0204;Háztartási hűtőszekrény
18052;Bökk 1 jatós iratszekrény NNI;BS0102;1. ajtós szekrény
15544;Felső szekrény 1 ajtós bükk (NNI);BS0501;1. ajtós felső szekrény
19263;Gorenje kombinálthűtő R611;EH0204;Háztartási hűtőszekrény
14012;Irattároló szekrény;BS0102;1. ajtós szekrény
18258;Akasztós szekrény vezetői cseresznye NNI;BS0103;1 ajtós akasztós szekrény
15019;FIÓKOS TÁROLÓ vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
16991;FELSŐSZEKRÉNY Vezetői 2 ajtós;BS0501;1. ajtós felső szekrény
18180;Bükk felső szekrény 1 ajtós NNI;BS0102;1. ajtós szekrény
17583;TÁMLÁS SZÉK (DB);BU0605;Egyéb szék
11813;1 AJTÓS AKASZTÓS SZEKRÉNY (DB);BS0103;1 ajtós akasztós szekrény
11808;1 ajtós polcos iratszekrény;BS0102;1. ajtós szekrény
11774;Írósasztal 1134*67*75;BA0302;Kisméretű íróasztal
11927;FAVÁZAS TÁMLÁSSZÉK cseresznye;BU0601;Favázas támlásszék
11913;ÉJJELISZEKRÉNY (DB);BS9903;Éjjeli szekrény
11817;1 AJTÓS AKASZTÓS SZEKRÉNY (DB);BS0103;1 ajtós akasztós szekrény
11805;GÖRGŐS IRATSZEKRÉNY 3+1;BS0603;Görgős irattároló
11776;Írósasztal 1134*67*75;BA0302;Kisméretű íróasztal
18338;Konferencia asztal NNI;BA0701;Tárgyalóasztal klf.
18433;Rekeszes kulcstartó szekrény;BS9920;Szekrény egyéb klf.
17891;Bükk 90 fokos ív NNI;BA0401;Íves elem klf.
14862;FIÓKOS TÁROLÓ, bükk;BS0604;Görgős irattároló asztal melletti
14987;TÁMLÁS SZÉK bükk, bordó kárpittal;BU0601;Favázas támlásszék
14866;FIÓKOS TÁROLÓ, bükk;BS0604;Görgős irattároló asztal melletti
15039;FÉMVÁZAS SZÉK szövet nélkül;BU0603;Fémvázas támlásszék
18305;Minikonyha mosogatótálcás NNI;EH9907;Mini Konyha
19375;Vízforraló Philips HD3950/91;EH0501;Vízforraló
19353;Zanussi hűtőszekrény ZRG 15805WA;EH0204;Háztartási hűtőszekrény
19395;Mikrohullámú sütő Hausmeister Diana;EH0303;Mikrohullámú sütő klf. egyéb
18262;Cseresznye vezetői felsőszekrény NNI;BS0501;1. ajtós felső szekrény
19626;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
19607;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
19605;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
19601;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
19627;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
15038;GÖRGŐS SZÉK vezetői, bőr;BU0501;Irodai forgószék
15025;TÁMLÁS SZÉK cseresznye, bordó kárpittal;BU0601;Favázas támlásszék
15008;FIÓKOS TÁROLÓ vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
17534;Vezetői íróasztal (DB);BA0305;Nagyméretű íróasztal
15420;Akasztós szekrény 1 ajtós bükk (NNI);BS0103;1 ajtós akasztós szekrény
17672;FÉMVÁZAS SZÉK . (DB);BU0603;Fémvázas támlásszék
18197;Bordó szövet kárpitos görgős szék NNI;BU0602;Favázas karosszék
17789;Bükk íróasztal NNI;BA0305;Nagyméretű íróasztal
19439;KÁVÉFŐZŐ De-Lomghi EC5.1;EH0103;Kávéfőző
15069;MINIKONYHA mosogatótálcás;EH9907;Mini Konyha
19367;Vízforraló Philips HD3950/91;EH0501;Vízforraló
19260;Gorenje kombinálthűtő R611;EH0204;Háztartási hűtőszekrény
19415;Szendvicssütő Sencor SSM 4220SS;EH9707;Szendvicssűtő
18107;Bükk felső szekrény 1 ajtós NNI;BS0102;1. ajtós szekrény
17686;FÉMVÁZAS SZÉK . (DB);BU0603;Fémvázas támlásszék
19393;Mikrohullámú sütő Hausmeister Diana;EH0303;Mikrohullámú sütő klf. egyéb
15077;MINIKONYHA mosogatótálcás;EH9907;Mini Konyha
5034;Szarvasi SZV 623 kávéfőző;EH0103;Kávéfőző
7689;Fényhíd;JT9901;Egyéb gépjármű  tartozék, alkatrész
19197;DELONGHI KÁVÉFŐZŐ;EH0103;Kávéfőző
19200;DIANA mikrohullámú sütő;EH0303;Mikrohullámú sütő klf. egyéb
19734;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19646;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
19647;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
19648;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
19649;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
19650;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
8027;"Garmin GPS 7.0""Navigációs készülék";SS9901;GPS navigációs eszköz
669;Iratmegsemmisítő Dahle;KI0400;Iratmegsemmisítő
20540;DDOptic Pirschler keresőtávcső;EE1101;Nappali figyelő-felderítő eszközök
9533;XEROX C7025 színes másológép;KI0301;Fekete-fehér fénymásolók
15659;Támlás szék bordó szövettel (NNI);BU0601;Favázas támlásszék
15610;Felső szekrény 1 ajtós bükk (NNI);BS0501;1. ajtós felső szekrény
19374;Vízforraló Philips HD3950/91;EH0501;Vízforraló
17933;Bükk 90 fokos ív NNI;BA0401;Íves elem klf.
15004;TÁMLÁS SZÉK bükk, bordó kárpittal;BU0601;Favázas támlásszék
18043;Bökk 1 jatós iratszekrény NNI;BS0102;1. ajtós szekrény
19392;Mikrohullámú sütő Hausmeister Diana;EH0303;Mikrohullámú sütő klf. egyéb
18439;Rekeszes kulcstartó szekrény;BS9920;Szekrény egyéb klf.
18266;Cseresznye vezetői felsőszekrény NNI;BS0501;1. ajtós felső szekrény
17564;SZÁMÍTÓGÉPASZTAL (DB);BA0600;Számítógépasztal
15272;Íróasztal bükk 134 cm (NNI);BA0302;Kisméretű íróasztal
15442;Fiókos tároló bükk (NN);BS0604;Görgős irattároló asztal melletti
17128;2 AJTÓS IRATSZEKRÉNY (DB);BS0202;2. ajtós szekrény
16997;FELSŐSZEKRÉNY Vezetői 2 ajtós;BS0501;1. ajtós felső szekrény
15066;GÖRGŐS SZÉK vezetői, bőr;BU0501;Irodai forgószék
19739;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19740;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
19708;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
7766;2 kazettás magnó Panasonic;KH0103;Kazettás magnó
16826;FELSŐSZEKRÉNY  (DB);BS0501;1. ajtós felső szekrény
15029;FIÓKOS TÁROLÓ vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
15012;FIÓKOS TÁROLÓ vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
18264;Cseresznye vezetői felsőszekrény NNI;BS0501;1. ajtós felső szekrény
19280;De Longi kávéfőző EC5.1;EH0103;Kávéfőző
16993;FELSŐSZEKRÉNY Vezetői 2 ajtós;BS0501;1. ajtós felső szekrény
15020;FIÓKOS TÁROLÓ vezetői, cseresznye;BS0604;Görgős irattároló asztal melletti
19593;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény
17041;Mini Konyha (DB) mosogatótálcás;EH9907;Mini Konyha
19394;Mikrohullámú sütő Hausmeister Diana;EH0303;Mikrohullámú sütő klf. egyéb
13589;gorenje;EE9900;Egyéb gép, berendezés, felszerelés
18379;Drón hőkamerával, tartozékokkal;KE0401;Egyéb hiradástechnikai eszközök
23355;Drogmérleg;EH1299;Különféle egyéb mérleg
23356;Drogmérleg;EH1299;Különféle egyéb mérleg
9148;Külső DVD Író Transcend USB 2.0;SS9902;Egyéb számítástechnikai eszközök
7180;VAKU NIKON;KK0804;Vaku
7251; MONITOR;SS0202;Monitor LCD
2503;DOHÁNYZÓ ASZTAL (DB);BA0101;Dohányzó asztal klf.
17132;2 AJTÓS IRATSZEKRÉNY (DB);BS0202;2. ajtós szekrény
18340;Konferencia asztal NNI;BA0701;Tárgyalóasztal klf.
16566;Irodai asztal;BA0307;Íróasztal klf. egyéb
16757;1 AJTÓS AKASZTÓS SZEKRÉNY (DB);BS0103;1 ajtós akasztós szekrény
18044;Bökk 1 jatós iratszekrény NNI;BS0102;1. ajtós szekrény
7933;"2TB 3,5"" HDD KÜLSŐ merevlemez";SE1402;HDD > 500 GB
7893;"4TB 3,5"" HDD KÜLSŐ merevlemez";SE1402;HDD > 500 GB
7934;"2TB 3,5"" HDD KÜLSŐ merevlemez";SE1402;HDD > 500 GB
16803;1 AJTÓS IRATSZEKRÉNY (DB);BS0102;1. ajtós szekrény
