hiany_id;hiany_eszkoznev;hiany_muszakicsop;hiany_muszakicsopnev;tobblet_id;tobblet_eszkoznev;tobblet_muszakicsop;toblet_muszakicsopnev
41253;MUNKASZÉK (DB);BU0605;Egyéb szék;244213;Térdeplő szék;BU0605;Egyéb szék
41253;MUNKASZÉK (DB);BU0605;Egyéb szék;5042;szék karfás kárpitos;BU01;Szék
144810;ÉJJELISZEKRÉNY (KR);BS9903;Éjjeli szekrény;254328;éjjeliszekrény;BS9903;Éjjeli szekrény
144810;ÉJJELISZEKRÉNY (KR);BS9903;Éjjeli szekrény;27310;Éjjeli szekrény;BS9903;Éjjeli szekrény
144831;ÉJJELISZEKRÉNY (KR);BS9903;Éjjeli szekrény;254328;éjjeliszekrény;BS9903;Éjjeli szekrény
144831;ÉJJELISZEKRÉNY (KR);BS9903;Éjjeli szekrény;27310;Éjjeli szekrény;BS9903;Éjjeli szekrény
144790;ÉJJELISZEKRÉNY (KR);BS9903;Éjjeli szekrény;254328;éjjeliszekrény;BS9903;Éjjeli szekrény
144790;ÉJJELISZEKRÉNY (KR);BS9903;Éjjeli szekrény;27310;Éjjeli szekrény;BS9903;Éjjeli szekrény
147830;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147830;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147831;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147831;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147840;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147840;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147817;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147817;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147818;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147818;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147843;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147843;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147844;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147844;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147845;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147845;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147846;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147846;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147787;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147787;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147777;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147777;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147793;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147793;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147799;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147799;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147789;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147789;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147790;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147790;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147805;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147805;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147794;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147794;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147797;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147797;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
147800;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
147800;ÉTKEZŐASZTAL 60x80;BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
143708;ÁGYNEMŰTARTÓS HEVERŐ (KR);BE0109;Heverő;31182;Ágyneműtartós Heverő;BE0109;Heverő
143708;ÁGYNEMŰTARTÓS HEVERŐ (KR);BE0109;Heverő;31181;Ágyneműtartós Heverő;BE0109;Heverő
143677;ÁGYNEMŰTARTÓS HEVERŐ (KR);BE0109;Heverő;31182;Ágyneműtartós Heverő;BE0109;Heverő
143677;ÁGYNEMŰTARTÓS HEVERŐ (KR);BE0109;Heverő;31181;Ágyneműtartós Heverő;BE0109;Heverő
197835;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;28803;ADJ-H32-K L3/K2 rejtett lövedékálló mell;EF0406;Rejtett viselésű lövedékálló mellény
197835;ADJ-H32 L3/K2 rejtett lövedékálló mellén;EF0406;Rejtett viselésű lövedékálló mellény;30409;ADJ-H32 L3/K2 REJTETT. LÖV. MELLÉNY;EF0406;Rejtett viselésű lövedékálló mellény
35182;Álló ruhafogas;BE0201;Álló ruhafogas klf.;46356;Álló ruhafogas;BE0201;Álló ruhafogas klf.
35182;Álló ruhafogas;BE0201;Álló ruhafogas klf.;28969;Álló ruhafogas;BE0201;Álló ruhafogas klf.
33483;Elválasztó paraván;BE0901;Elhelyezés kiegészítő eszközök;46349;Elválasztó paraván;BE0901;Elhelyezés kiegészítő eszközök
33483;Elválasztó paraván;BE0901;Elhelyezés kiegészítő eszközök;27150;Állványos elekt. kézfertőtlenítő adagoló;EL0000;Labortechnikai eszközök
40026;Fotel;BU0101;Fotel klf.;46369;FOTEL;BU0101;Fotel klf.
40026;Fotel;BU0101;Fotel klf.;1449;Fotel;BU0101;Fotel klf.
41443;Görgős irattároló asztal melletti;BS0601;Alacsony fém görgős irattároló;45756;Görgős iratszekrény;BS0604;Görgős irattároló asztal melletti
41443;Görgős irattároló asztal melletti;BS0601;Alacsony fém görgős irattároló;29937;Görgős irattároló;BS0603;Görgős irattároló
34587;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló;46352;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
34587;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló;27038;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
46346;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló;46352;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
46346;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló;27038;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
34603;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló;46352;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
34603;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló;27038;GÖRGŐS IRATSZEKRÉNY;BS0603;Görgős irattároló
35216;Telefon IP Cisco CP-7811 (sima);KT0300;IP telefon;46316;Telefon IP Cisco CP-7811 (sima);KT0300;IP telefon
35216;Telefon IP Cisco CP-7811 (sima);KT0300;IP telefon;45723;IP telefon CP-7811;KT0300;IP telefon
35187;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
35187;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
35178;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
35178;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
34847;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
34847;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
35146;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
35146;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
34863;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
34863;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
34855;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
34855;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
35071;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
35071;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
35076;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
35076;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
35082;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
35082;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
34885;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
34885;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
34889;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
34889;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
34901;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
34901;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
46237;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
46237;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
34881;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
34881;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
34898;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
34898;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
34888;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
34888;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
34886;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
34886;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
34967;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
34967;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
34973;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
34973;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
34980;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
34980;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
35022;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
35022;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
35080;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
35080;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
35131;Telefon IP 7811 (sima);KT0300;IP telefon;45340;IP TELEFON 7811 (SIMA);KT0300;IP telefon
35131;Telefon IP 7811 (sima);KT0300;IP telefon;45329;Telefon IP 7811 (sima);KT0300;IP telefon
33092;ÍRÓASZTAL;BA0302;Kisméretű íróasztal;28944;Íróasztal Bükk;BA0302;Kisméretű íróasztal
33092;ÍRÓASZTAL;BA0302;Kisméretű íróasztal;31312;Íróasztal Bükk;BA0302;Kisméretű íróasztal
33153;ÍRÓASZTAL;BA0302;Kisméretű íróasztal;28944;Íróasztal Bükk;BA0302;Kisméretű íróasztal
33153;ÍRÓASZTAL;BA0302;Kisméretű íróasztal;31312;Íróasztal Bükk;BA0302;Kisméretű íróasztal
479;EMELETESÁGY;BE0104;Emeletes ágy;83814;Emeleteságy;BE0104;Emeletes ágy
479;EMELETESÁGY;BE0104;Emeletes ágy;1744;EMELETESÁGY (DB);BE0104;Emeletes ágy
715;Emeletes ágy;BE0113;Egyéb fekvőbútorok;926;EMELETES ÁGY;BE0104;Emeletes ágy
715;Emeletes ágy;BE0113;Egyéb fekvőbútorok;925;EMELETES ÁGY;BE0104;Emeletes ágy
646;Vízforraló  SENCOR;EH0501;Vízforraló;25130;Vízforraló Philips;EH0501;Vízforraló
646;Vízforraló  SENCOR;EH0501;Vízforraló;25688;Philips vízforraló;EH0501;Vízforraló
794;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;24875;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
794;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;957;AN-UP 2016 L4/K2 külső löv.álló mell. L;EF0402;Külső viselésű lövedékálló mellény
795;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;24875;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
795;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;957;AN-UP 2016 L4/K2 külső löv.álló mell. L;EF0402;Külső viselésű lövedékálló mellény
803;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;24875;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
803;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;957;AN-UP 2016 L4/K2 külső löv.álló mell. L;EF0402;Külső viselésű lövedékálló mellény
806;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;24875;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
806;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;957;AN-UP 2016 L4/K2 külső löv.álló mell. L;EF0402;Külső viselésű lövedékálló mellény
807;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;24875;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
807;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;957;AN-UP 2016 L4/K2 külső löv.álló mell. L;EF0402;Külső viselésű lövedékálló mellény
855;DEF-H42-K L4/K2 külsőt lövedékálló mellé;EF0402;Külső viselésű lövedékálló mellény;971;DEF-H42-K L4/K2 Külső Löv.mell 3XL;EF0402;Külső viselésű lövedékálló mellény
855;DEF-H42-K L4/K2 külsőt lövedékálló mellé;EF0402;Külső viselésű lövedékálló mellény;26740;Külső lövedékálló mellény;EF0402;Külső viselésű lövedékálló mellény
797;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;24875;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
797;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;957;AN-UP 2016 L4/K2 külső löv.álló mell. L;EF0402;Külső viselésű lövedékálló mellény
800;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;24875;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
800;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;957;AN-UP 2016 L4/K2 külső löv.álló mell. L;EF0402;Külső viselésű lövedékálló mellény
801;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;24875;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
801;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;957;AN-UP 2016 L4/K2 külső löv.álló mell. L;EF0402;Külső viselésű lövedékálló mellény
802;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;24875;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény
802;AN-UP 2016 L4/K2 külső löv.álló mellény;EF0402;Külső viselésű lövedékálló mellény;957;AN-UP 2016 L4/K2 külső löv.álló mell. L;EF0402;Külső viselésű lövedékálló mellény
972;DELONGHI KÁVÉFŐZŐ;EH0103;Kávéfőző;25734;DeLonghi kávéfőző;EH0103;Kávéfőző
972;DELONGHI KÁVÉFŐZŐ;EH0103;Kávéfőző;29813;Delonghi Kávéfőző;EH0103;Kávéfőző
852;SAMSUNG TELEVÍZIÓ;KV0100;CRT TV (hagyományos televízió);5065;tv LG;KV02;LCD televízió TV
852;SAMSUNG TELEVÍZIÓ;KV0100;CRT TV (hagyományos televízió);1104;Samsung LCD televiyi=;KV0200;LCD televízió TV
704;Íróasztal;BA0305;Nagyméretű íróasztal;1094;Nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
704;Íróasztal;BA0305;Nagyméretű íróasztal;26224;nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
496;Mikró hullámú sütő;EH0301;Beépíthető mikrohullámú sütő;26845;hausmeister mikró;EH0303;Mikrohullámú sütő klf. egyéb
496;Mikró hullámú sütő;EH0301;Beépíthető mikrohullámú sütő;5169;Mikrohullámú sütő SHARP;EH03;Mikrohullámú sütő
273;Öltöző pad;BU0902;Öltöző pad;1088;öltözőpad;BU0902;Öltöző pad
273;Öltöző pad;BU0902;Öltöző pad;1086;öltözőpad;BU0902;Öltöző pad
292;ÖLTÖZOPAD;BU0902;Öltöző pad;1088;öltözőpad;BU0902;Öltöző pad
292;ÖLTÖZOPAD;BU0902;Öltöző pad;1086;öltözőpad;BU0902;Öltöző pad
296;Öltözöpad;BU0902;Öltöző pad;1088;öltözőpad;BU0902;Öltöző pad
296;Öltözöpad;BU0902;Öltöző pad;1086;öltözőpad;BU0902;Öltöző pad
300;Öltözöpad;BU0902;Öltöző pad;1088;öltözőpad;BU0902;Öltöző pad
300;Öltözöpad;BU0902;Öltöző pad;1086;öltözőpad;BU0902;Öltöző pad
132;FEGYVERTÁMLA (DB);BS9905;Fegyverszekrény;1112;FEGYVERTÁMLA (DB);EF0103;Fegyver állványok
132;FEGYVERTÁMLA (DB);BS9905;Fegyverszekrény;1744;EMELETESÁGY (DB);BE0104;Emeletes ágy
73945;B_C_irodai FOTEL;BU0101;Fotel klf.;46369;FOTEL;BU0101;Fotel klf.
73945;B_C_irodai FOTEL;BU0101;Fotel klf.;1449;Fotel;BU0101;Fotel klf.
29644;EMELETESÁGY (DB);BE0104;Emeletes ágy;1764;EMELETESÁGY (DB);BE0104;Emeletes ágy
29644;EMELETESÁGY (DB);BE0104;Emeletes ágy;1744;EMELETESÁGY (DB);BE0104;Emeletes ágy
29640;EMELETESÁGY (DB);BE0104;Emeletes ágy;1764;EMELETESÁGY (DB);BE0104;Emeletes ágy
29640;EMELETESÁGY (DB);BE0104;Emeletes ágy;1744;EMELETESÁGY (DB);BE0104;Emeletes ágy
28865;asztal sandta femvazas;BA9911;Telefon-rádió asztal;253734;asztal;BA0201;Étkező asztal 4. személyes
28865;asztal sandta femvazas;BA9911;Telefon-rádió asztal;4747;asztal;BA03;Íróasztal
28853;ÉTKEZŐASZTAL (DB);BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
28853;ÉTKEZŐASZTAL (DB);BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
25401;VIRÁGÁLLVÁNY RÉZ (DB);BE0316;Virágtartó;83552;VIRÁGÁLLVÁNY (DB);BE0316;Virágtartó
25401;VIRÁGÁLLVÁNY RÉZ (DB);BE0316;Virágtartó;83760;Virágtartó;BE0316;Virágtartó
25372;ÍRÓASZTAL 118 CM-ES MAHAGÓNI (DB);BA0302;Kisméretű íróasztal;83547;ÍRÓASZTAL 118 CM-ES MAHAGÓNI (DB)(R14-05;BA0302;Kisméretű íróasztal
25372;ÍRÓASZTAL 118 CM-ES MAHAGÓNI (DB);BA0302;Kisméretű íróasztal;25760;ÍRÓASZTAL 134 CM-ES BÜKK;BA0302;Kisméretű íróasztal
28424;ÍRÓASZTAL (DB);BA0307;Íróasztal klf. egyéb;26642;Íróasztal;BA0307;Íróasztal klf. egyéb
28424;ÍRÓASZTAL (DB);BA0307;Íróasztal klf. egyéb;26945;Íróasztal;BA0307;Íróasztal klf. egyéb
51949;GÖRGŐS IRATSZEKRÉNY beige (DB);BS0603;Görgős irattároló;25407;GÖRGŐS IRATSZEKRÉNY BÜKK (DB);BS0603;Görgős irattároló
51949;GÖRGŐS IRATSZEKRÉNY beige (DB);BS0603;Görgős irattároló;27507;GÖRGŐS IRATSZEKRÉNY BÜKK (DB);BS0603;Görgős irattároló
28172;GÖRGŐS IRATSZEKRÉNY BÜKK (DB);BS0603;Görgős irattároló;25182;GÖRGŐS IRATSZEKRÉNY BÜKK (DB);BS0603;Görgős irattároló
28172;GÖRGŐS IRATSZEKRÉNY BÜKK (DB);BS0603;Görgős irattároló;27507;GÖRGŐS IRATSZEKRÉNY BÜKK (DB);BS0603;Görgős irattároló
85946;Mosogatószekrény;BS9920;Szekrény egyéb klf.;24954;Kulcstartó szekrény fém;BS9920;Szekrény egyéb klf.
85946;Mosogatószekrény;BS9920;Szekrény egyéb klf.;1015;Polcos szekrény mahagóni (Tanúvédelmis);BS9920;Szekrény egyéb klf.
85940;francia ágy;BE0108;Francia ágy;82711;FRANCIAÁGY;BE0108;Francia ágy
85940;francia ágy;BE0108;Francia ágy;82709;FRANCIAÁGY;BE0108;Francia ágy
85938;NAGYMÉRETŰ ÍRÓASZTAL (DB);BA0305;Nagyméretű íróasztal;26224;nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
85938;NAGYMÉRETŰ ÍRÓASZTAL (DB);BA0305;Nagyméretű íróasztal;1094;Nagyméretű íróasztal;BA0305;Nagyméretű íróasztal
79079;LÉTRA (DB) 3x7 fokos;ES0503;Létra egyéb;82944;Aluminium létra;ES0502;Létra aluminium, fém
79079;LÉTRA (DB) 3x7 fokos;ES0503;Létra egyéb;28857;90 fokos ív;BA0401;Íves elem klf.
85931;Virágtartó;BE0316;Virágtartó;83760;Virágtartó;BE0316;Virágtartó
85931;Virágtartó;BE0316;Virágtartó;83757;Virágtartó;BE0316;Virágtartó
85929;ÍRÓASZTAL 118 CM-ES MAHAGÓNI (DB);BA0302;Kisméretű íróasztal;83547;ÍRÓASZTAL 118 CM-ES MAHAGÓNI (DB)(R14-05;BA0302;Kisméretű íróasztal
85929;ÍRÓASZTAL 118 CM-ES MAHAGÓNI (DB);BA0302;Kisméretű íróasztal;25760;ÍRÓASZTAL 134 CM-ES BÜKK;BA0302;Kisméretű íróasztal
85927;ÉTKEZŐASZTAL (DB);BA0204;Étkező asztal klf. egyéb;253722;étkezőasztal;BA0201;Étkező asztal 4. személyes
85927;ÉTKEZŐASZTAL (DB);BA0204;Étkező asztal klf. egyéb;253823;étkezőasztal 4;BA0201;Étkező asztal 4. személyes
85924;ÁLLÓ RUHAFOGAS (DB);BE0201;Álló ruhafogas klf.;28969;Álló ruhafogas;BE0201;Álló ruhafogas klf.
85924;ÁLLÓ RUHAFOGAS (DB);BE0201;Álló ruhafogas klf.;46356;Álló ruhafogas;BE0201;Álló ruhafogas klf.
85922;FAVÁZAS KAROSSZÉK SZÖVET KÁRPITTAL (DB);BU0602;Favázas karosszék;82662;FAVÁZAS KAROSSZÉK SZÖVET KÁRPITTAL (DB);BU0602;Favázas karosszék
85922;FAVÁZAS KAROSSZÉK SZÖVET KÁRPITTAL (DB);BU0602;Favázas karosszék;82823;FAVÁZAS KAROSSZÉK SZÖVET KÁRPITTAL (DB);BU0602;Favázas karosszék
